,population,gdp,co2,co2_growth_prct,co2_per_capita,co2_per_gdp,co2_per_unit_energy,gdp_per_capita
1052,60004024.0,2086237110272.0,353.419,-1.504,5.89,0.169,0.192,34768.28671143789
1053,59877432.0,2105551749120.0,349.827,-1.016,5.842,0.166,0.189,35164.36291255777
1054,59727936.0,2115725819904.0,340.403,-2.694,5.699,0.161,0.187,35422.71776985563
1055,59500576.0,1925752029184.0,303.281,-10.905,5.097,0.157,0.184,32365.267004877398
1056,2733904.0,18949003264.0,7.677,-3.233,2.808,0.405,0.234,6931.115088166958
1057,2746169.0,19220287488.0,8.256,7.533,3.006,0.43,0.238,6998.945617695051
1058,2759819.0,19123988480.0,7.913,-4.152,2.867,0.414,0.243,6929.4357637221865
1059,2773134.0,19166826496.0,8.492,7.322,3.062,0.443,0.24,6911.612095196266
1060,2784542.0,19277035520.0,7.697,-9.359,2.764,0.399,0.221,6922.874756423139
1061,2794455.0,19444553728.0,7.999,3.916,2.862,0.411,0.222,6958.263320754852
1062,2802699.0,19735838720.0,8.163,2.057,2.913,0.414,0.219,7041.726107584153
1063,2808388.0,19869843456.0,7.798,-4.482,2.777,0.392,0.232,7075.177452688161
1064,2811842.0,20232861696.0,8.086,3.705,2.876,0.4,0.233,7195.589829015998
1065,2813776.0,20429119488.0,7.823,-3.253,2.78,0.383,0.181,7260.392969447461
1066,2820438.0,18402553856.0,6.463,-17.394,2.291,0.351,0.189,6524.714904564468
1067,128105432.0,4480295763968.0,1214.707,4.441,9.482,0.271,0.203,34973.50341840305
1068,128007256.0,4468738359296.0,1264.631,4.11,9.879,0.283,0.223,34910.03946913759
1069,127853688.0,4530172329984.0,1305.884,3.262,10.214,0.288,0.233,35432.4728590074
1070,127678920.0,4621006798848.0,1315.192,0.713,10.301,0.285,0.236,36192.401994377775
1071,127476728.0,4634693337088.0,1264.072,-3.887,9.916,0.273,0.233,36357.17208781825
1072,127250936.0,4707025158144.0,1223.169,-3.236,9.612,0.26,0.228,36990.10243935652
1073,126993856.0,4742508969984.0,1202.454,-1.693,9.469,0.254,0.227,37344.39696030649
1074,126662464.0,4821960097792.0,1186.802,-1.302,9.37,0.246,0.222,38069.369136794936
1075,126255872.0,4852985364480.0,1141.669,-3.803,9.043,0.235,0.215,38437.70026379446
1076,125791680.0,4833468219392.0,1104.54,-3.252,8.781,0.229,0.212,38424.38720424117
1077,125244760.0,4626661244928.0,1039.796,-5.862,8.302,0.225,0.215,36940.956611102934
1078,6931263.0,77493878784.0,20.615,-3.381,2.974,0.266,0.231,11180.340261796444
1079,7109980.0,79441952768.0,21.244,3.048,2.988,0.267,0.227,11173.301861327318
1080,7211866.0,81371594752.0,23.815,12.102,3.302,0.293,0.24,11283.015346097667
1081,7694818.0,83495395328.0,23.818,0.015,3.095,0.285,0.242,10850.86032288223
1082,8658030.0,86320881664.0,25.899,8.735,2.991,0.3,0.256,9970.037256050164
1083,9494250.0,88475443200.0,25.55,-1.347,2.691,0.289,0.234,9318.844900861048
1084,9964659.0,90239647744.0,24.698,-3.333,2.479,0.274,0.212,9055.969476125576
1085,10215384.0,92472172544.0,25.814,4.515,2.527,0.279,0.214,9052.246351581105
1086,10459864.0,94246715392.0,25.142,-2.602,2.404,0.267,0.214,9010.319387709056
1087,10698682.0,96062849024.0,24.729,-1.644,2.311,0.257,0.205,8978.9423616853
1088,10928723.0,94554669056.0,21.129,-14.557,1.933,0.223,0.197,8651.941224606022
1089,16627839.0,333341720576.0,248.803,10.801,14.963,0.746,0.407,20047.206409443825
1090,16864920.0,360244936704.0,238.988,-3.945,14.171,0.663,0.344,21360.607503860083
1091,17102868.0,378260783104.0,246.345,3.079,14.404,0.651,0.338,22116.804216930166
1092,17345734.0,400574382080.0,255.165,3.58,14.711,0.637,0.349,23093.53885399142
1093,17592296.0,417799110656.0,274.29,7.495,15.591,0.657,0.357,23748.98140958974
1094,17835908.0,421977096192.0,278.661,1.594,15.624,0.66,0.438,23658.85135716107
1095,18078558.0,425774874624.0,277.696,-0.346,15.361,0.652,0.39,23551.37365623962
1096,18314822.0,442384351232.0,293.476,5.683,16.024,0.663,0.384,24154.444483926734
1097,18538100.0,460522127360.0,307.174,4.667,16.57,0.667,0.389,24841.92702380503
1098,18754260.0,481245626368.0,275.29,-10.38,14.679,0.572,0.345,25660.603317219662
1099,18979250.0,468733231104.0,255.486,-7.194,13.461,0.545,0.347,24697.1419367994
1100,41517896.0,108082159616.0,12.163,-1.453,0.293,0.113,0.181,2603.266784424721
1101,42635148.0,117152104448.0,13.448,10.56,0.315,0.115,0.193,2747.7822862958046
1102,43725808.0,122504790016.0,12.506,-7.004,0.286,0.102,0.182,2801.6586912699245
1103,44792368.0,127157518336.0,13.458,7.615,0.3,0.106,0.185,2838.8210763047846
1104,45831860.0,133540831232.0,14.532,7.977,0.317,0.109,0.192,2913.7117985610885
1105,46851496.0,140175147008.0,16.998,16.977,0.363,0.121,0.19,2991.9033323503695
1106,47894668.0,146082119680.0,18.135,6.683,0.379,0.124,0.193,3050.0706191344725
1107,48948140.0,151656611840.0,17.709,-2.344,0.362,0.117,0.187,3098.312046995044
1108,49953300.0,160257048576.0,18.838,6.373,0.377,0.118,0.184,3208.137371825285
1109,50951452.0,168452587520.0,19.799,5.102,0.389,0.118,0.2,3306.139097272439
1110,51985780.0,168031453184.0,21.982,11.027,0.423,0.131,0.222,3232.257997937128
1111,108011.0,,0.059,23.077,0.543,,0.223,
1112,109887.0,,0.055,-6.25,0.5,,0.227,
1113,111630.0,,0.051,-6.667,0.46,,0.214,
1114,113316.0,,0.051,0.0,0.453,,0.212,
1115,115002.0,,0.059,14.286,0.51,,0.24,
1116,116717.0,,0.055,-6.25,0.471,,0.209,
1117,118529.0,,0.055,0.0,0.464,,0.195,
1118,120378.0,,0.066,20.0,0.548,,0.207,
1119,122276.0,,0.066,0.0,0.539,,0.206,
1120,124252.0,,0.066,0.0,0.531,,0.205,
1121,126473.0,,0.066,0.0,0.521,,0.216,
1122,1792559.0,,8.355,3.028,4.661,,0.306,
1123,1799340.0,,8.294,-0.721,4.61,,0.303,
1124,1811418.0,,7.848,-5.385,4.332,,0.288,
1125,1805676.0,,7.969,1.549,4.414,,0.305,
1126,1777812.0,,7.133,-10.499,4.012,,0.295,
1127,1759122.0,,8.291,16.234,4.713,,0.3,
1128,1750724.0,,8.793,6.066,5.023,,0.306,
1129,1731670.0,,8.023,-8.768,4.633,,0.312,
1130,1709966.0,,8.045,0.276,4.705,,0.306,
1131,1686856.0,,8.39,4.289,4.974,,0.311,
1132,1670702.0,,8.451,0.736,5.059,,0.317,
1133,2943364.0,176036954112.0,90.87,2.427,30.873,0.516,0.231,59808.08153935429
1134,3143827.0,201228681216.0,87.917,-3.25,27.965,0.437,0.223,64007.55550989288
1135,3394668.0,214560079872.0,101.766,15.753,29.978,0.474,0.256,63205.026197554515
1136,3646520.0,217029672960.0,83.723,-17.73,22.96,0.386,0.197,59516.92928051951
1137,3761590.0,218112638976.0,75.624,-9.674,20.104,0.347,0.183,57984.16068098862
1138,3908745.0,219406041088.0,93.661,23.851,23.962,0.427,0.211,56132.09382755846
1139,4048090.0,225825865728.0,109.126,16.512,26.957,0.483,0.246,55785.781869474245
1140,4124904.0,215180427264.0,103.313,-5.327,25.046,0.48,0.232,52166.16611295681
1141,4317190.0,220424404992.0,105.548,2.163,24.448,0.479,0.229,51057.37875608903
1142,4441105.0,219207647232.0,108.893,3.17,24.519,0.497,0.259,49358.8076012614
1143,4360451.0,199796817920.0,97.712,-10.268,22.409,0.489,0.246,45820.21857830761
1144,,,,,,,,
1145,,,,,,,,
1146,,,,,,,,
1147,,,,,,,,
1148,,,,,,,,
1149,,,,,,,,
1150,,,,,,,,
1151,,,,,,,,
1152,,,,,,,,
1153,,,,,,,,
1154,,,,,,,,
1155,5483781.0,21037148160.0,6.356,-5.271,1.159,0.302,0.107,3836.248777987305
1156,5552339.0,22069321728.0,7.62,19.896,1.372,0.345,0.113,3974.779228717843
1157,5631955.0,22049906688.0,10.087,32.368,1.791,0.457,0.132,3915.142554938738
1158,5719561.0,24456652800.0,9.734,-3.498,1.702,0.398,0.135,4275.966774373068
1159,5814426.0,25440782336.0,10.236,5.163,1.761,0.402,0.14,4375.458959491444
1160,5914985.0,26426865664.0,10.265,0.277,1.735,0.388,0.156,4467.782363607008
1161,6018303.0,27572738048.0,9.622,-6.265,1.599,0.349,0.144,4581.4805349614335
1162,6121266.0,28879683584.0,9.361,-2.712,1.529,0.324,0.135,4717.926583161065
1163,6223503.0,29878638592.0,11.172,19.345,1.795,0.374,0.152,4800.935838224871
1164,6323643.0,31253354496.0,9.046,-19.023,1.431,0.289,0.135,4942.302166014116
1165,6424880.0,28560252928.0,8.349,-7.71,1.299,0.292,0.124,4445.258577280821
1166,6323425.0,26198018048.0,3.005,12.636,0.475,0.115,0.103,4143.010796838738
1167,6416331.0,28505276416.0,3.17,5.511,0.494,0.111,0.082,4442.613140749752
1168,6508806.0,30756620288.0,3.398,7.188,0.522,0.11,0.085,4725.385929155055
1169,6600736.0,33213894656.0,4.261,25.403,0.646,0.128,0.09,5031.84715401434
1170,6691467.0,35727802368.0,4.45,4.424,0.665,0.125,0.093,5339.307862984305
1171,6787420.0,38423805952.0,9.229,107.413,1.36,0.24,0.131,5661.032609150458
1172,6891366.0,41128976384.0,16.458,78.326,2.388,0.4,0.137,5968.189236212385
1173,6997925.0,43958738944.0,19.684,19.6,2.813,0.448,0.161,6281.6819191403165
1174,7105008.0,46694965248.0,20.558,4.441,2.893,0.44,0.162,6572.120009998582
1175,7212058.0,49243303936.0,19.534,-4.98,2.709,0.397,0.148,6827.912911404761
1176,7319397.0,50856669184.0,19.675,0.72,2.688,0.387,0.137,6948.204774792241
1177,2101537.0,35881177088.0,8.555,14.731,4.071,0.238,0.172,17073.778424077234
1178,2076974.0,37869723648.0,7.812,-8.689,3.761,0.206,0.176,18233.12359615479
1179,2053635.0,40536567808.0,7.521,-3.729,3.662,0.186,0.164,19738.93501425521
1180,2031491.0,41350512640.0,7.37,-2.007,3.628,0.178,0.167,20354.760439499856
1181,2011040.0,42137026560.0,7.173,-2.666,3.567,0.17,0.176,20952.853528522555
1182,1991951.0,43774189568.0,7.263,1.258,3.646,0.166,0.174,21975.53532591916
1183,1973477.0,44811001856.0,7.212,-0.713,3.654,0.161,0.162,22706.624833225826
1184,1954861.0,46295494656.0,7.216,0.065,3.691,0.156,0.147,23682.24372781492
1185,1935632.0,48143396864.0,7.863,8.962,4.062,0.163,0.18,24872.184828521124
1186,1916552.0,49380618240.0,7.651,-2.701,3.992,0.155,0.171,25765.342260476104
1187,1897057.0,48292864000.0,7.0,-8.506,3.69,0.145,0.171,25456.72797390906
1188,4995799.0,64006242304.0,19.997,-4.585,4.003,0.312,0.253,12812.013114218566
1189,5045061.0,66782068736.0,20.264,1.338,4.017,0.303,0.253,13237.118190642293
1190,5178338.0,68494364672.0,22.332,10.205,4.313,0.326,0.249,13227.094228302594
1191,5678859.0,71116324864.0,22.163,-0.755,3.903,0.312,0.248,12522.99535241146
1192,6274345.0,72883560448.0,23.992,8.251,3.824,0.329,0.261,11616.122551118882
1193,6398941.0,73219555328.0,25.735,7.263,4.022,0.351,0.253,11442.448887714389
1194,6258628.0,74358857728.0,26.442,2.747,4.225,0.356,0.253,11881.015731882451
1195,6109255.0,75030323200.0,27.824,5.229,4.554,0.371,0.249,12281.419452944754
1196,5950842.0,73615990784.0,26.16,-5.98,4.396,0.355,0.249,12370.684818047597
1197,5781912.0,68525453312.0,25.661,-1.907,4.438,0.374,0.241,11851.694268608724
1198,5662924.0,50772561920.0,22.28,-13.178,3.934,0.439,0.215,8965.785505862343
1199,,,,,,,,
1200,,,,,,,,
1201,,,,,,,,
1202,,,,,,,,
1203,,,,,,,,
1204,,,,,,,,
1205,,,,,,,,
1206,,,,,,,,
1207,,,,,,,,
1208,,,,,,,,
1209,,,,,,,,
1210,2022752.0,4442653696.0,2.275,2.645,1.125,0.512,0.517,2196.341269715714
1211,2037687.0,4516049920.0,3.063,34.622,1.503,0.678,0.778,2216.262811707588
1212,2054722.0,4740080128.0,3.092,0.957,1.505,0.652,0.745,2306.9204145378303
1213,2073948.0,4954224128.0,2.334,-24.526,1.125,0.471,0.551,2388.788980244442
1214,2095251.0,5134647808.0,2.473,5.965,1.18,0.482,0.569,2450.612269365341
1215,2118532.0,5279079936.0,2.242,-9.333,1.058,0.425,0.528,2491.8575390883875
1216,2143876.0,5418792960.0,2.213,-1.307,1.032,0.408,0.482,2527.5682735382084
1217,2170622.0,5197453312.0,2.514,13.576,1.158,0.484,0.514,2394.4534386917667
1218,2198030.0,5068079104.0,2.371,-5.685,1.079,0.468,0.494,2305.737002679672
1219,2225710.0,4996214272.0,2.389,0.773,1.073,0.478,0.49,2244.7732507828964
1220,2254104.0,4623560704.0,2.173,-9.049,0.964,0.47,0.461,2051.1745261088217
1221,4019958.0,3260614912.0,0.757,60.808,0.188,0.232,0.225,811.1067110651405
1222,4181148.0,3266880000.0,0.848,12.043,0.203,0.26,0.226,781.3356523136708
1223,4331749.0,3532272896.0,0.963,13.513,0.222,0.273,0.231,815.4380357680004
1224,4427319.0,3819599872.0,0.874,-9.181,0.197,0.229,0.238,862.7342804979718
1225,4519410.0,3843632128.0,0.821,-6.04,0.182,0.214,0.17,850.4721032170129
1226,4612330.0,3857900032.0,0.467,-43.124,0.101,0.121,0.096,836.4319187915869
1227,4706106.0,3859976192.0,0.497,6.4,0.106,0.129,0.089,820.2059605117266
1228,4796632.0,3977674240.0,0.891,79.205,0.186,0.224,0.184,829.2640002401686
1229,4889396.0,4051631872.0,0.422,-52.657,0.086,0.104,0.077,828.6569285858621
1230,4985290.0,3959325952.0,1.02,141.744,0.205,0.258,0.186,794.2017318952358
1231,5087591.0,3845664512.0,0.769,-24.537,0.151,0.2,0.147,755.8910517767642
1232,6491991.0,187528527872.0,61.086,14.399,9.409,0.326,0.232,28886.134911770518
1233,6188135.0,79210078208.0,55.862,-8.552,9.027,0.705,0.323,12800.31515278836
1234,5869880.0,147985809408.0,55.279,-1.043,9.417,0.374,0.256,25211.045099388743
1235,5985228.0,121351323648.0,43.458,-21.383,7.261,0.358,0.187,20275.137997750462
1236,6097767.0,93388341248.0,60.602,39.449,9.938,0.649,0.268,15315.17049569129
1237,6192241.0,92601081856.0,54.551,-9.985,8.81,0.589,0.303,14954.373038129492
1238,6282202.0,91220393984.0,51.649,-5.319,8.222,0.566,0.293,14520.449037455339
1239,6378267.0,120859729920.0,53.437,3.461,8.378,0.442,0.268,18948.678366709955
1240,6477791.0,130457190400.0,54.019,1.09,8.339,0.414,0.263,20139.147805170003
1241,6569085.0,115851206656.0,70.527,30.559,10.736,0.609,0.331,17635.820918133955
1242,6653946.0,81726078976.0,47.068,-33.263,7.074,0.576,0.252,12282.347794226163
1243,35948.0,,0.191,-7.082,5.309,,,
1244,36213.0,,0.177,-7.362,4.882,,,
1245,36526.0,,0.185,4.833,5.074,,,
1246,36836.0,,0.193,3.896,5.227,,,
1247,37120.0,,0.161,-16.249,4.344,,,
1248,37378.0,,0.16,-0.921,4.275,,,
1249,37630.0,,0.15,-6.219,3.982,,,
1250,37916.0,,0.156,3.958,4.108,,,
1251,38205.0,,0.143,-8.229,3.742,,,
1252,38500.0,,0.149,4.248,3.871,,,
1253,38783.0,,0.142,-4.76,3.66,,,
1254,3139021.0,56073777152.0,13.803,7.581,4.397,0.246,0.209,17863.460343846058
1255,3099800.0,59460370432.0,13.961,1.143,4.504,0.235,0.203,19182.002204013163
1256,3063340.0,61745950720.0,14.056,0.68,4.588,0.228,0.205,20156.41447570299
1257,3028191.0,63937847296.0,13.154,-6.415,4.344,0.206,0.207,21114.205575539985
1258,2994928.0,66199371776.0,12.855,-2.276,4.292,0.194,0.21,22103.82746296405
1259,2963764.0,67539656704.0,13.055,1.56,4.405,0.193,0.204,22788.473273850414
1260,2933676.0,69240913920.0,13.122,0.508,4.473,0.19,0.2,23602.09986378864
1261,2904452.0,72206131200.0,13.286,1.253,4.574,0.184,0.192,24860.50077605001
1262,2876128.0,75089600512.0,13.435,1.118,4.671,0.179,0.189,26107.87854782541
1263,2849083.0,78562639872.0,13.678,1.809,4.801,0.174,0.194,27574.710835732058
1264,2820269.0,78545272832.0,13.539,-1.017,4.8,0.172,0.193,27850.276988471665
1265,507075.0,27526699008.0,11.198,5.336,22.083,0.407,0.223,54285.26156485727
1266,518207.0,28143126528.0,11.102,-0.85,21.425,0.394,0.227,54308.65759821847
1267,530596.0,28607410176.0,10.872,-2.075,20.49,0.38,0.227,53915.615979012284
1268,543068.0,29514811392.0,10.339,-4.905,19.038,0.35,0.226,54348.27939042624
1269,556075.0,30289014784.0,9.823,-4.983,17.666,0.324,0.222,54469.297817740415
1270,569415.0,30976491520.0,9.351,-4.81,16.422,0.302,0.217,54400.55411255411
1271,583355.0,32518553600.0,9.094,-2.746,15.589,0.28,0.214,55744.0213934911
1272,596290.0,32946911232.0,9.268,1.911,15.543,0.281,0.209,55253.167472203124
1273,607920.0,33348603904.0,9.574,3.301,15.749,0.287,0.206,54856.89548624819
1274,619981.0,34122293248.0,9.77,2.044,15.758,0.286,0.207,55037.64348907467
1275,630401.0,33850189824.0,8.068,-17.421,12.798,0.238,0.199,53696.28192848679
1276,557307.0,,1.235,-34.69,2.216,,0.12,
1277,571014.0,,1.293,4.748,2.265,,0.125,
1278,582776.0,,1.132,-12.465,1.943,,0.109,
1279,593382.0,,0.989,-12.621,1.667,,0.094,
1280,604163.0,,1.293,30.741,2.141,,0.114,
1281,615243.0,,1.77,36.827,2.876,,0.137,
1282,626694.0,,1.781,0.621,2.841,,0.139,
1283,638612.0,,1.927,8.23,3.018,,0.122,
1284,650996.0,,1.242,-35.551,1.908,,0.083,
1285,663660.0,,1.213,-2.36,1.827,,0.079,
1286,676287.0,,1.033,-14.804,1.528,,0.074,
1287,21731052.0,28122421248.0,1.872,9.697,0.086,0.067,0.184,1294.1122798841031
1288,22348158.0,28843634688.0,2.374,26.824,0.106,0.082,0.208,1290.6493093524755
1289,22966242.0,29712119808.0,2.744,15.597,0.119,0.092,0.203,1293.730154371795
1290,23588078.0,30395500544.0,3.208,16.886,0.136,0.106,0.227,1288.595897639477
1291,24215980.0,31410405376.0,3.158,-1.55,0.13,0.101,0.205,1297.0941244583123
1292,24850912.0,32394176512.0,3.227,2.205,0.13,0.1,0.192,1303.5407518243194
1293,25501944.0,33687674880.0,3.268,1.249,0.128,0.097,0.185,1320.9845837634966
1294,26169540.0,35012612096.0,4.119,26.045,0.157,0.118,0.255,1337.9146938005024
1295,26846544.0,36130918400.0,3.791,-7.953,0.141,0.105,0.244,1345.831269753008
1296,27533134.0,37724651520.0,4.256,12.266,0.155,0.113,0.228,1370.1546478508403
1297,28225182.0,35031863296.0,3.964,-6.87,0.14,0.113,0.314,1241.1563296916916
1298,14718426.0,17495879680.0,0.968,-4.422,0.066,0.055,0.103,1188.7058901542869
1299,15146095.0,18220347392.0,1.056,9.051,0.07,0.058,0.111,1202.9732674989825
1300,15581250.0,18563981312.0,1.066,0.943,0.068,0.057,0.112,1191.4308102366626
1301,16024775.0,19529310208.0,1.146,7.482,0.072,0.059,0.118,1218.6948152470159
1302,16477972.0,20642482176.0,1.041,-9.174,0.063,0.05,0.104,1252.7319609476215
1303,16938944.0,21251436544.0,1.083,4.048,0.064,0.051,0.113,1254.5904009128315
1304,17405624.0,21733840896.0,1.206,11.333,0.069,0.055,0.119,1248.667723489833
1305,17881172.0,22603194368.0,1.23,1.996,0.069,0.054,0.118,1264.0779009340104
1306,18367886.0,23595927552.0,1.723,40.121,0.094,0.073,0.173,1284.6294642725898
1307,18867340.0,24881432576.0,1.637,-5.021,0.087,0.066,0.161,1318.7567816130943
1308,19377058.0,25108604928.0,1.871,14.314,0.097,0.075,0.192,1295.7903582680094
1309,28717728.0,525056606208.0,199.346,3.762,6.942,0.38,0.214,18283.36162972224
1310,29184140.0,557469663232.0,203.452,2.06,6.971,0.365,0.214,19101.801979842476
1311,29660216.0,587985584128.0,212.99,4.688,7.181,0.362,0.205,19824.049296471745
1312,30134806.0,615585611776.0,241.671,13.466,8.02,0.393,0.222,20427.727717112233
1313,30606454.0,652563841024.0,245.05,1.398,8.006,0.376,0.223,21321.118775275307
1314,31068834.0,685237665792.0,235.506,-3.895,7.58,0.344,0.211,22055.467733098707
1315,31526414.0,715730780160.0,236.817,0.557,7.512,0.331,0.202,22702.57505848905
1316,31975812.0,757336178688.0,244.106,3.078,7.634,0.322,0.205,23684.658225035848
1317,32399270.0,794013990912.0,262.207,7.415,8.093,0.33,0.217,24507.156825200072
1318,32804024.0,829053861888.0,267.494,2.016,8.154,0.323,0.216,25272.93181738923
1319,33199988.0,783174008832.0,269.249,0.656,8.11,0.344,0.225,23589.587105633895
1320,361579.0,,0.934,5.809,2.584,,0.206,
1321,374450.0,,0.986,5.49,2.632,,0.201,
1322,387552.0,,1.11,12.639,2.865,,0.178,
1323,400741.0,,1.092,-1.65,2.725,,0.166,
1324,416746.0,,1.315,20.47,3.156,,0.149,
1325,435590.0,,1.279,-2.786,2.936,,0.194,
1326,454263.0,,1.436,12.321,3.162,,0.205,
1327,472449.0,,1.513,5.357,3.203,,0.208,
1328,489773.0,,1.74,15.012,3.553,,0.209,
1329,504518.0,,1.953,12.211,3.871,,0.208,
1330,514451.0,,1.649,-15.572,3.205,,0.185,
1331,15529183.0,20054728704.0,2.088,10.68,0.134,0.104,0.178,1291.4220087431515
1332,16039734.0,20518694912.0,2.279,9.123,0.142,0.111,0.177,1279.241595403016
1333,16514689.0,20347160576.0,2.437,6.913,0.148,0.12,0.178,1232.0644110222117
1334,17004038.0,20814127104.0,2.743,12.593,0.161,0.132,0.194,1224.069665334787
1335,17551824.0,22288805888.0,3.136,14.298,0.179,0.141,0.199,1269.885448258825
1336,18112910.0,23664472064.0,3.282,4.654,0.181,0.139,0.19,1306.497523810365
1337,18700108.0,25049317376.0,4.235,29.043,0.226,0.169,0.193,1339.5279522449816
1338,19311356.0,26378184704.0,4.656,9.96,0.241,0.177,0.195,1365.941609900413
1339,19934304.0,27630094336.0,4.909,5.417,0.246,0.178,0.198,1386.057638932365
1340,20567430.0,28946665472.0,5.833,18.823,0.284,0.201,0.23,1407.4031355400261
1341,21224042.0,28586567680.0,6.419,10.046,0.302,0.225,0.265,1346.8955479828019
1342,418758.0,9788869632.0,2.603,3.026,6.216,0.266,0.086,23375.95850586735
1343,423577.0,9930574848.0,2.584,-0.725,6.1,0.26,0.089,23444.55635693156
1344,429912.0,10339580928.0,2.717,5.152,6.32,0.263,0.099,24050.4589962597
1345,437531.0,10905470976.0,2.379,-12.432,5.438,0.218,0.091,24925.024686250803
1346,446449.0,11737899008.0,2.364,-0.623,5.296,0.201,0.088,26291.690670154934
1347,456585.0,12865696768.0,1.665,-29.569,3.647,0.129,0.057,28178.097764928763
1348,467717.0,13300698112.0,1.356,-18.555,2.9,0.102,0.042,28437.491286397544
1349,479507.0,14746505216.0,1.531,12.869,3.193,0.104,0.041,30753.4722454521
1350,491590.0,15659758592.0,1.547,1.038,3.146,0.099,0.04,31855.323729123862
1351,503646.0,16757308416.0,1.649,6.596,3.274,0.098,0.041,33271.997426764035
1352,515364.0,15314071552.0,1.597,-3.127,3.099,0.104,0.043,29715.058777873503
1353,53431.0,,0.136,2.778,2.537,,,
1354,52991.0,,0.139,2.703,2.627,,,
1355,52223.0,,0.136,-2.632,2.596,,,
1356,51372.0,,0.139,2.703,2.71,,,
1357,50440.0,,0.143,2.632,2.833,,,
1358,49426.0,,0.143,0.0,2.891,,,
1359,48354.0,,0.143,0.0,2.955,,,
1360,47204.0,,0.147,2.564,3.105,,,
1361,46012.0,,0.147,0.0,3.185,,,
1362,44750.0,,0.147,0.0,3.275,,,
1363,43437.0,,0.147,0.0,3.374,,,
1364,3419462.0,9559709696.0,2.094,4.036,0.612,0.219,0.236,2795.676540929538
1365,3524250.0,10187327488.0,2.23,6.531,0.633,0.219,0.234,2890.6370115627437
1366,3636122.0,10792467456.0,2.448,9.745,0.673,0.227,0.232,2968.1257823582378
1367,3742965.0,11410721792.0,2.169,-11.387,0.579,0.19,0.226,3048.5782773817014
1368,3843181.0,12165303296.0,2.566,18.33,0.668,0.211,0.223,3165.4255409776433
1369,3946225.0,12316128256.0,3.002,16.992,0.761,0.244,0.257,3120.989871586136
1370,4051896.0,12416318464.0,2.627,-12.502,0.648,0.212,0.241,3064.3230882530056
1371,4160018.0,13137043456.0,3.42,30.178,0.822,0.26,0.21,3157.9294743436208
1372,4270717.0,13699198976.0,3.664,7.146,0.858,0.267,0.211,3207.704695956206
1373,4383853.0,14424796160.0,3.774,2.991,0.861,0.262,0.207,3290.437922986925
1374,4498605.0,14289417216.0,4.118,9.126,0.915,0.288,0.236,3176.4107353279514
1375,1283347.0,20850923520.0,3.913,5.534,3.049,0.188,0.186,16247.29984953407
1376,1286239.0,21190875136.0,3.917,0.094,3.045,0.185,0.181,16475.068114090773
1377,1288753.0,21931706368.0,3.964,1.216,3.076,0.181,0.182,17017.7732800622
1378,1290698.0,22668609536.0,4.067,2.588,3.151,0.179,0.184,17563.06241738966
1379,1292112.0,23536142336.0,4.206,3.423,3.255,0.179,0.185,18215.249402528574
1380,1293159.0,24404852736.0,4.21,0.087,3.256,0.173,0.178,18872.27536289041
1381,1293909.0,25347373056.0,4.346,3.22,3.358,0.171,0.177,19589.764856724854
1382,1294743.0,26345551872.0,4.536,4.384,3.503,0.172,0.169,20348.09369272512
1383,1295386.0,27401224192.0,4.459,-1.696,3.442,0.163,0.157,21152.94143367305
1384,1296284.0,28193386496.0,4.521,1.397,3.488,0.16,0.153,21749.390176843965
1385,1297830.0,24077715456.0,3.807,-15.802,2.933,0.158,0.152,18552.287630891566
1386,112532400.0,1638271418368.0,456.597,-0.83,4.057,0.279,0.215,14558.21984040152
1387,114150480.0,1716088340480.0,483.405,5.871,4.235,0.282,0.218,15033.562193343383
1388,115755912.0,1774999961600.0,501.569,3.758,4.333,0.283,0.224,15333.989693761818
1389,117290680.0,1803059331072.0,495.485,-1.213,4.224,0.275,0.221,15372.57121428574
1390,118755888.0,1854551097344.0,484.114,-2.295,4.077,0.261,0.217,15616.498083396084
1391,120149896.0,1916008792064.0,479.52,-0.949,3.991,0.25,0.217,15946.82022915775
1392,121519224.0,1961906667520.0,479.79,0.056,3.948,0.245,0.213,16144.825509418986
1393,122839256.0,2007719477248.0,465.621,-2.953,3.79,0.232,0.203,16344.28229724869
1394,124013864.0,2051539206144.0,470.286,1.002,3.792,0.229,0.208,16542.821423127338
1395,125085312.0,2047701155840.0,468.322,-0.418,3.744,0.229,0.209,16370.436489297801
1396,125998296.0,1880176590848.0,442.289,-5.559,3.51,0.235,0.217,14922.238240809225
1397,107606.0,,0.103,-30.0,0.953,,0.216,
1398,107897.0,,0.117,14.286,1.087,,0.214,
1399,108248.0,,0.125,6.25,1.151,,0.204,
1400,108616.0,,0.136,8.824,1.248,,0.211,
1401,109039.0,,0.136,0.0,1.243,,0.201,
1402,109477.0,,0.143,5.405,1.305,,0.202,
1403,109934.0,,0.143,0.0,1.3,,0.191,
1404,110441.0,,0.143,0.0,1.294,,0.189,
1405,110945.0,,0.143,0.0,1.288,,0.187,
1406,111392.0,,0.147,2.564,1.316,,0.203,
1407,112119.0,,0.147,0.0,1.307,,0.203,
1408,3678186.0,17299251200.0,4.831,6.419,1.313,0.279,0.141,4703.201850042385
1409,3595135.0,18145357824.0,4.945,2.361,1.375,0.273,0.149,5047.197900496087
1410,3507197.0,18038302720.0,4.766,-3.626,1.359,0.264,0.105,5143.224837384384
1411,3416532.0,19669686272.0,4.899,2.805,1.434,0.249,0.11,5757.208266159954
